cota,fator_mercado,fator_tamanho,fator_valor,fator_liquidez,fator_momentum
4.8062548391,0.010236650584038984,0.08536770050153504,,,0.0
5.5410841273,0.006110821067682576,-0.0024058745189317315,-0.007804408918811647,-0.016245236518748832,0.26821907780096355
5.6201647359,-0.0010669550565697236,,,,0.0
5.838569605499999,,-0.04859292259461125,0.031915286018212745,-0.06480344249353873,0.32304713794115997
5.8585380276,-0.006860870106951885,-0.03409055864135106,0.02477458121691465,-0.04632370461986781,0.0
5.1889108597,-0.010310840316368615,-0.013875960774695724,0.024725691691711363,0.018574151227217225,0.22137409878673686
5.7581944057,,0.02094766314614482,-0.02761827566152881,0.0010997907248116653,0.22621943367720504
6.0730235147,0.004836868464051407,,,,0.0
6.2096838125,-0.016980659472019367,0.042914601859531526,-0.011980869640194625,-0.033149047511373264,0.2890448998503722
6.7893870208000004,,-0.030118618831628318,-0.02159550455535335,-0.0037903455480277643,0.29119724974289735
7.9511518306,-0.004063656186014257,-0.0003621708973963432,-0.009897851719844029,0.023367661513799015,0.2661575856378888
8.8623012619,,0.09747568568850366,,,0.0
8.6591268268,,0.03827496159894086,0.0028370024639644,,0.0
10.2024444073,-0.013400816572823796,0.03039582226150465,0.026760691303501477,0.020495107793004903,0.25272411774487274
10.149888025,0.003339999675409629,-0.0289195511953836,0.03128589192684154,-0.0717796560979569,0.2938921359447657
10.8426780273,,-0.04289546330730733,0.019599507707293923,0.038944749998016594,0.24677728301633373
14.6752623804,0.005945821729622743,0.00293502073649556,0.008137991802306064,-0.018905181401503695,0.25244415004764775
14.322874640999999,-0.0025424880392375376,0.08108765505334695,-0.14936566074783408,-0.058280897711439114,0.5644361593765552
11.5592354825,-0.0002462,-0.0676489606165005,0.05947991774812928,-0.028231673004911525,0.2922027554130983
12.5169574639,0.0038570619901850695,-0.05234493863441962,0.037982190155550606,0.01058301160258867,0.0
13.178782726700002,-0.01795304534514477,-0.04349543733188099,-0.0033231925724479805,-0.0875564941670878,0.31468513311661195
12.983090546400001,,0.0806219248746464,-0.02703904910425746,0.045984597046518264,0.25874671166757607
13.6709169,0.0014691906932256824,-0.019464440019258775,0.009788921067523146,0.001298088345693541,0.21789219533548376
14.785976000000002,-0.004627619497829775,-0.08079172154267261,,0.01268420233574141,0.0
15.8908701,,-0.0854342241521531,0.030357140153462817,-0.06070836607621394,0.2806364408406816
20.1995918,-0.01113677930887083,-0.056267091590477415,0.018954820906338144,-0.020350133138513207,0.2607973040719904
21.275428100000003,,0.16188749741275435,-0.13817167771969022,,0.0
22.1199078,-0.003377794401872862,0.14465477799369397,0.056613678184850344,0.09075581255065646,0.48303205653308273
23.330516,-0.01114845084126632,-0.04259962000865795,-0.19091193986442795,0.12437786653130829,0.451592768493891
25.1887109,,0.058979499987110016,0.03183238309343599,0.01639981663384534,0.0
28.738116700000003,-0.00017089,,0.03897933976188167,-0.03605944471984217,0.0
32.167536600000005,-0.015465883421508196,-0.024885807419957467,-0.13496380218835496,-0.03435208671004074,0.0
36.501912899999994,,0.033184605644518306,0.058906811659844766,0.03387911749733513,0.3522828633016338
39.8394723,-0.02184645006430863,-0.0005985883077577331,,0.07376802685253826,0.0
41.4946643,-0.03218468863149415,0.09092321881865659,0.05828667122865844,0.17827775424090436,0.41909292251722685
50.1295174,,-0.0691990492608796,0.07449098695155175,-0.17176204810268175,0.4131362688242071
62.2262044,-0.007176914907818492,-0.07706470465081891,0.06591343046242393,-0.08840687837396989,0.0
80.1566555,-0.02005413688141014,0.21053513797221368,-0.13826983113887117,-0.00016572609183346243,0.47131223925775056
66.77501840000001,-0.0272326939748196,-0.09241513784407289,,-0.06522077367327608,0.0
65.0206394,0.010857133039110888,0.022229963408559584,0.08841505775665154,,0.0
50.353907,,-0.0024948968284094833,,,0.0
60.3673024,-0.015331303158489696,,,,0.0
55.59285129999999,-0.0746900000,-0.07322758540680606,,-0.1106820723579208,0.0
