,fator_mercado,fator_tamanho,fator_valor,fator_liquidez,fator_momentum
2018-06-28,0.0121422186,-0.0150556425,-0.0011765133,-0.0147648603,0.0160810519
2018-06-29,0.0120704062,-0.0074151270,0.0045425175,-0.0042629512,0.0160153583
2018-07-02,0.0018655919,0.0007950526,0.0109029822,0.0007315977,-0.0095482431
2018-07-03,0.0104663484,-0.0024963375,0.0077486904,-0.0071691247,0.0015176963
2018-07-04,0.0133783268,0.0000496032,0.0183217376,0.0012520636,0.0086993733
2018-07-05,-0.0053713284,0.0055424999,-0.0049156863,0.0031702050,-0.0082025556
2018-07-06,0.0023436113,0.0045595309,0.0032094307,0.0028084135,0.0031026360
2018-07-10,0.0014063076,-0.0029929890,-0.0106014460,0.0007523331,-0.0029019210
2018-07-11,-0.0060035354,0.0009375638,-0.0061137825,0.0030227397,-0.0044011995
2018-07-12,0.0152408518,-0.0016590813,0.0125015825,-0.0063066687,0.0203651134
2018-07-13,0.0111416755,0.0096028605,0.0003495095,0.0082067149,0.0060672797
2018-07-16,0.0033143342,0.0042345454,-0.0093197590,0.0070088543,0.0041235145
2018-07-17,0.0159306340,-0.0134747848,-0.0030135568,-0.0142708970,0.0015803697
2018-07-18,-0.0105989007,0.0031168726,0.0017768326,0.0072507192,0.0088517368
2018-07-19,0.0060007107,-0.0010995043,-0.0043288856,-0.0047804327,-0.0035348313
2018-07-20,0.0159736890,0.0044543678,0.0042807730,0.0000612214,-0.0002683289
2018-07-23,-0.0087854378,0.0092380485,0.0052685216,0.0095958719,-0.0012564654
2018-07-24,0.0091639441,-0.0067089661,-0.0045994841,-0.0106230946,-0.0006472040
2018-07-25,0.0098322500,-0.0139283314,-0.0034460253,-0.0134317996,0.0043192483
2018-07-26,-0.0093838219,0.0082818558,-0.0004307348,0.0076436256,0.0047903368
2018-07-27,0.0018819743,0.0002439312,0.0059916908,-0.0050152633,0.0040927096
2018-07-30,0.0012763378,-0.0032208066,0.0037166688,-0.0033408441,0.0070136273
2018-07-31,-0.0137267206,-0.0008549308,-0.0045220098,0.0001927596,0.0092048179
2018-08-01,0.0063318005,0.0054143569,0.0019804547,0.0057103890,-0.0073057702
2018-08-02,0.0035354893,-0.0032965839,0.0053989952,-0.0035753727,0.0037667500
2018-08-03,0.0175079573,-0.0064900676,0.0013085306,-0.0077133905,0.0008272426
2018-08-06,-0.0039004146,0.0137055572,0.0105802761,0.0152239520,0.0056785760
2018-08-07,-0.0088472432,-0.0022595795,-0.0094542867,-0.0057658646,0.0067469254
2018-08-08,-0.0133131323,0.0085980883,0.0055218013,0.0070895441,-0.0018581245
2018-08-09,-0.0020991513,-0.0077505326,-0.0107717253,-0.0100840218,-0.0054582050
2018-08-10,-0.0283336546,0.0099676959,-0.0032138154,0.0124301407,-0.0013905633
2018-08-13,0.0106075741,-0.0050733723,-0.0027956236,-0.0062483344,0.0006241426
2018-08-14,0.0142877465,-0.0043269563,-0.0054249503,-0.0040657371,-0.0049235690
2018-08-15,-0.0117494157,0.0040333373,0.0000245916,0.0004903506,-0.0044938819
2018-08-16,-0.0020995915,-0.0032672477,0.0023190856,-0.0044098417,-0.0015314902
2018-08-17,-0.0115965866,0.0044418322,0.0076509612,0.0058003017,-0.0004704325
2018-08-20,0.0010523596,0.0018121027,0.0052769682,0.0000146334,0.0120279044
2018-08-21,-0.0164188109,-0.0026339907,-0.0001095757,0.0041059069,-0.0015211627
2018-08-22,0.0160713103,-0.0062127011,0.0073282821,-0.0056014117,0.0050601829
2018-08-23,-0.0162572339,-0.0015956294,-0.0008647759,0.0071760947,0.0079797497
2018-08-24,0.0060122623,-0.0066422834,-0.0009807830,-0.0104051977,0.0003656237
2018-08-27,0.0169073008,-0.0025818888,0.0025944076,-0.0064328415,0.0023660883
2018-08-28,-0.0057443688,0.0008215150,-0.0025764164,-0.0014634412,0.0081037581
2018-08-29,0.0129686752,-0.0072976355,0.0049130395,-0.0085185673,0.0033161733
2018-08-30,-0.0221497510,0.0120829418,0.0068865968,0.0149412323,0.0006523822
2018-08-31,0.0056048417,-0.0028424186,0.0013163063,-0.0034759047,0.0086668106
2018-09-03,-0.0080362046,-0.0027204147,-0.0081018051,-0.0009388253,-0.0058421558
2018-09-04,-0.0154102743,-0.0045307958,0.0032348577,0.0001382977,0.0062251063
2018-09-05,0.0028985173,-0.0063678310,-0.0045897467,-0.0072135795,0.0078555085
2018-09-06,0.0141277090,-0.0114312731,0.0023327665,-0.0088882567,0.0042470023
2018-09-10,0.0006155787,0.0046100705,0.0011799490,0.0018074664,-0.0016896985
2018-09-11,-0.0211925637,0.0024575423,-0.0021037571,0.0047533344,0.0089913476
2018-09-12,0.0041114227,-0.0036632079,0.0145023018,-0.0071545555,0.0036238485
2018-09-13,-0.0072723296,-0.0052370075,0.0006571794,-0.0034134183,0.0073590949
2018-09-14,0.0040192530,-0.0034350476,-0.0066553103,-0.0027081417,0.0012102860
2018-09-17,0.0164373200,-0.0181682352,-0.0112849865,-0.0237390734,-0.0085431030
2018-09-18,0.0139089860,-0.0092589539,0.0050410703,-0.0103607215,0.0057958616
2018-09-19,-0.0047692317,0.0086282659,0.0076820180,0.0086156093,-0.0006593545
2018-09-20,-0.0022669975,-0.0085927825,-0.0017216566,-0.0079936981,-0.0001160530
2018-09-21,0.0122794751,-0.0082686860,-0.0067044795,-0.0112135187,0.0012545129
2018-09-24,-0.0165074058,0.0049063070,-0.0037530912,0.0069283200,0.0096358825
2018-09-25,0.0028431714,-0.0071160621,0.0019849583,-0.0074456260,0.0098880157
2018-09-26,0.0049275169,-0.0011867222,0.0007369195,-0.0028220909,-0.0034820724
2018-09-27,0.0166629143,-0.0038444800,-0.0018915068,0.0012745587,-0.0030631544
2018-09-28,-0.0090549784,0.0074078087,0.0018971995,0.0059984801,0.0035695764
2018-10-01,-0.0095707932,0.0068292934,0.0063295634,0.0104326149,0.0100663770
2018-10-02,0.0333440490,-0.0085304957,-0.0021126308,-0.0136516690,-0.0160627700
2018-10-03,0.0224061441,0.0006049443,0.0033349451,0.0004853811,-0.0130388802
2018-10-04,-0.0006218293,0.0161847267,0.0143163968,0.0112054460,-0.0162740983
2018-10-05,-0.0040853964,0.0003192795,-0.0043031052,0.0005469468,-0.0051344009
2018-10-08,0.0446432903,-0.0067090970,0.0104735121,-0.0105556417,-0.0247390661
2018-10-09,-0.0031452677,0.0273917690,0.0169317648,0.0365753397,-0.0207824539
2018-10-10,-0.0232017059,-0.0018990133,-0.0058309790,0.0020550583,0.0062706806
2018-10-11,-0.0097964490,0.0082395123,0.0047120671,0.0086459946,-0.0018577980
2018-10-15,0.0020217171,0.0023246584,0.0185203999,0.0042679687,0.0080449749
2018-10-16,0.0270330496,0.0074318871,0.0059035011,0.0032539684,-0.0083579384
2018-10-17,-0.0023664136,0.0123140551,-0.0034421780,0.0108484980,-0.0119696800
2018-10-18,-0.0152696446,0.0157419033,-0.0074874503,0.0136574227,-0.0062045269
2018-10-19,0.0059441486,0.0043261936,-0.0105468100,0.0037381668,-0.0060116025
2018-10-22,0.0103549380,0.0174482968,0.0167767853,0.0192313567,-0.0213245396
2018-10-23,-0.0008147643,0.0122190816,0.0024991827,0.0124990921,-0.0169600882
2018-10-24,-0.0213912912,0.0250764731,0.0076640928,0.0311911274,-0.0064217588
2018-10-25,0.0068081622,-0.0073032263,0.0030669533,-0.0084729027,0.0045292065
2018-10-26,0.0158428978,-0.0069769039,0.0125752734,-0.0115878135,-0.0006259093
2018-10-29,-0.0149806244,-0.0052381996,-0.0050753979,-0.0033359975,0.0014165174
2018-10-30,0.0351312160,-0.0198276974,-0.0015936885,-0.0249010101,-0.0050043482
2018-10-31,0.0009037969,-0.0070460872,-0.0029361716,-0.0026408467,0.0072387797
2018-11-01,0.0104418900,0.0049227765,-0.0075412383,0.0139047783,-0.0078476183
2018-11-05,0.0126215983,-0.0033493480,0.0015609870,-0.0070812721,0.0019102292
2018-11-06,-0.0085673295,0.0080136675,0.0065247826,0.0147895478,0.0081189675
2018-11-07,-0.0125809088,-0.0023375768,-0.0033359695,0.0011405433,0.0063553317
2018-11-08,-0.0210862476,0.0053858049,0.0077653863,0.0096194483,0.0079547018
2018-11-09,0.0061263884,-0.0003772695,-0.0017136363,-0.0007527097,-0.0031257560
2018-11-12,-0.0018840109,0.0101354159,0.0011798776,0.0014361534,0.0038117117
2018-11-13,-0.0097999796,-0.0070093805,-0.0093579497,-0.0081006037,0.0046956730
2018-11-14,0.0136913471,-0.0091775712,-0.0093228184,-0.0078136474,-0.0025909794
2018-11-16,0.0259411409,0.0020148866,0.0060930960,0.0049894489,-0.0094974935
2018-11-19,-0.0042771134,0.0006899973,-0.0101614622,0.0025455002,-0.0010770727
2018-11-21,-0.0054737702,0.0079878606,0.0081182523,0.0128436815,-0.0197753347
2018-11-22,0.0031678237,-0.0009801413,-0.0044392785,-0.0020654758,-0.0015397794
2018-11-23,-0.0073270472,-0.0108885895,-0.0107520390,-0.0096369600,-0.0033616042
2018-11-26,-0.0080628190,0.0005871709,0.0030391673,0.0014318423,0.0129282661
2018-11-27,0.0261383578,-0.0110633904,0.0029447880,-0.0117917461,0.0024069902
2018-11-28,0.0103590358,-0.0055834893,-0.0051708883,-0.0093517788,0.0047658174
2018-11-29,0.0037345053,-0.0019271811,-0.0027094726,-0.0026832945,-0.0063763261
2018-11-30,-0.0034335833,0.0044486998,0.0079949377,-0.0002279782,-0.0010761875
2018-12-03,-0.0002130801,0.0048678103,0.0067761131,0.0050845798,-0.0027075494
2018-12-04,-0.0095908316,-0.0015461352,-0.0005496545,0.0024940809,0.0043802923
2018-12-05,0.0039390065,0.0013334695,0.0000571152,0.0013724766,-0.0055151279
2018-12-06,-0.0017382833,0.0035425320,0.0016783053,0.0033274018,-0.0103845764
2018-12-07,-0.0054771993,0.0063462043,0.0082439734,0.0122156665,-0.0034781154
2018-12-10,-0.0214661565,0.0043018451,-0.0004280154,0.0055701891,0.0022035986
2018-12-11,0.0056277243,-0.0038036515,-0.0033710636,-0.0032983769,0.0072354572
2018-12-12,0.0066501931,-0.0002942868,-0.0047224686,0.0002984460,0.0001699217
2018-12-13,0.0087483656,0.0007135351,0.0120852375,0.0021743081,-0.0014122650
2018-12-14,-0.0049607232,0.0023392471,-0.0015390649,0.0024655596,-0.0001741549
2018-12-17,-0.0116982684,0.0021797186,0.0045012077,0.0004913658,0.0012779818
2018-12-18,0.0016680434,0.0011101970,0.0023164982,0.0042889481,0.0013893035
2018-12-19,-0.0065537500,0.0015571290,-0.0061398842,-0.0015486535,0.0053259959
2018-12-20,-0.0041792267,0.0002229840,-0.0077043446,0.0020084209,-0.0006530165
2018-12-21,0.0012405848,-0.0138762165,-0.0101131452,-0.0137568656,0.0078481473
2018-12-26,-0.0035252601,0.0173226073,0.0083308369,0.0141628608,-0.0139914807
2018-12-27,0.0060593132,0.0016706469,-0.0003945222,0.0042370241,-0.0036119905
2018-12-28,0.0238412190,-0.0005539153,0.0048645679,-0.0042240806,0.0029409453
2019-01-02,0.0353998765,-0.0015796255,0.0129363853,0.0020622201,0.0054886024
2019-01-03,0.0060984287,0.0016300394,0.0081633190,0.0088606980,-0.0076916264
2019-01-04,0.0024067438,0.0041471249,0.0057209460,-0.0003245038,-0.0028294930
2019-01-07,-0.0028954698,0.0097385012,0.0057023778,0.0068977345,0.0011766572
2019-01-08,0.0013491493,-0.0089922464,0.0038697983,-0.0049354662,0.0016751776
2019-01-09,0.0155932046,-0.0121581126,-0.0088954540,-0.0085000368,-0.0098052118
2019-01-10,0.0027935638,-0.0006399085,-0.0060983733,0.0014703032,-0.0088907201
2019-01-11,-0.0005495477,-0.0007390286,0.0022612659,0.0007999000,-0.0043728366
2019-01-14,0.0083807372,-0.0067316946,-0.0001492836,-0.0037282638,-0.0029769735
2019-01-15,-0.0036788660,0.0001378623,-0.0056464518,0.0037466446,-0.0018852358
2019-01-16,0.0027381801,-0.0015287527,-0.0006471749,-0.0017058731,0.0103546754
2019-01-17,0.0082349656,0.0063688345,0.0052853068,0.0067766542,-0.0105108116
2019-01-18,0.0071100565,-0.0067845825,-0.0055664130,-0.0050411304,-0.0008727007
2019-01-21,-0.0001454065,0.0036490022,0.0016468004,0.0097446162,0.0056149969
2019-01-22,-0.0093052443,0.0016401950,-0.0003848863,0.0029081432,-0.0007919949
2019-01-23,0.0119586764,-0.0066405637,0.0023556966,-0.0083966395,0.0055248979
2019-01-24,0.0098745171,-0.0038382271,0.0013881670,-0.0020410214,-0.0010114145
2019-01-28,-0.0156086599,-0.0086038988,-0.0043351869,-0.0040299464,-0.0098535446
2019-01-29,0.0023219180,0.0026292959,-0.0026665549,0.0028020730,-0.0073538180
2019-01-30,0.0122315260,0.0003417330,0.0011269562,-0.0057258275,0.0106541440
2019-01-31,0.0034277148,0.0012702474,-0.0005467263,0.0057827905,-0.0017643358
2019-02-01,0.0048915241,-0.0013223551,-0.0044327383,-0.0027253702,-0.0004245443
2019-02-04,0.0072809733,0.0003970964,-0.0024159160,0.0014490401,0.0035169318
2019-02-05,-0.0031004755,0.0030800393,0.0013447962,0.0003437897,-0.0051196474
2019-02-06,-0.0350644886,0.0144237559,0.0027629752,0.0196448285,0.0056808908
2019-02-07,-0.0010871028,-0.0127168363,-0.0091108764,-0.0131827416,0.0008300412
2019-02-08,0.0076946532,-0.0011062641,0.0094621666,0.0012837267,0.0080868565
2019-02-11,-0.0075215911,-0.0012989985,-0.0036050137,-0.0008545103,0.0001684437
2019-02-12,0.0162722040,-0.0030823895,0.0053606741,-0.0015398962,0.0092435973
2019-02-13,-0.0042318562,0.0077551808,0.0039010956,0.0087374104,0.0055424431
2019-02-14,0.0203865767,-0.0085012503,0.0009252653,-0.0079708984,0.0087710219
2019-02-15,-0.0046531623,0.0084662409,0.0034441804,0.0104262466,0.0019949400
2019-02-18,-0.0087381713,0.0039995587,-0.0035648397,0.0013866446,0.0088828793
2019-02-19,0.0107166637,0.0017616898,0.0017453823,0.0047987755,-0.0077565238
2019-02-20,-0.0118768662,0.0005408851,0.0034858808,0.0008604201,-0.0035973703
2019-02-21,0.0049331253,-0.0113773774,0.0002253868,-0.0156752151,0.0008255776
2019-02-22,0.0092767756,-0.0033985311,0.0041776216,-0.0043183677,-0.0018963879
2019-02-25,-0.0051914854,0.0091018463,0.0009155842,0.0033419144,-0.0035624304
2019-02-26,0.0032123767,-0.0077441102,-0.0061062286,-0.0068548964,-0.0007622843
2019-02-27,-0.0028514718,0.0100186113,0.0070081740,0.0127473772,-0.0122425249
2019-02-28,-0.0168988649,0.0122963525,-0.0034691305,0.0098088812,-0.0012236694
2019-03-01,-0.0085276905,0.0107534388,0.0071059382,0.0090005659,0.0088498136
2019-03-06,-0.0057001682,-0.0052686734,-0.0037622154,-0.0031643733,0.0036519244
2019-03-07,0.0013760668,0.0089128204,-0.0012132083,0.0091378950,0.0009274799
2019-03-08,0.0100832330,-0.0074340096,0.0015814602,-0.0070299497,0.0001537902
2019-03-11,0.0243614540,0.0010936335,0.0026413864,-0.0047198934,0.0030239616
2019-03-12,-0.0021992468,-0.0021474026,-0.0010802015,-0.0039873468,0.0015087252
2019-03-13,0.0089912033,-0.0028261431,0.0075977026,-0.0045149489,-0.0046595396
2019-03-14,-0.0037940473,0.0018440317,0.0039806068,0.0045747804,0.0042566955
2019-03-15,0.0044051898,-0.0041397335,0.0082557732,0.0003033653,0.0038443857
2019-03-18,0.0084934141,0.0071261828,0.0080150068,-0.0023468835,0.0000184262
2019-03-19,-0.0028799996,0.0013940422,-0.0007476483,0.0033535259,-0.0006401011
2019-03-20,-0.0157017224,0.0171902385,0.0023692125,0.0133898081,-0.0043579498
2019-03-21,-0.0123783983,-0.0006333180,-0.0008925255,0.0018811552,-0.0028386824
2019-03-22,-0.0296018664,0.0020152144,-0.0071724895,0.0045086052,-0.0084278993
2019-03-25,-0.0000220023,0.0028787849,0.0063235238,0.0014222184,0.0041049467
2019-03-26,0.0177976564,-0.0054981159,-0.0000058590,-0.0040651504,0.0030578123
2019-03-27,-0.0346310548,-0.0022039376,-0.0139285233,0.0038922727,-0.0026226826
2019-03-28,0.0249064509,-0.0151719814,-0.0008775573,-0.0187619478,0.0046897028
2019-03-29,0.0097010853,-0.0047102994,-0.0002917037,-0.0013035750,0.0071342187
2019-04-01,0.0057254760,0.0003193952,0.0084441798,0.0006629135,-0.0009229174
2019-04-02,-0.0066794003,0.0090300413,-0.0009832392,0.0068512824,-0.0035075657
2019-04-03,-0.0071502803,-0.0011001686,-0.0039568515,0.0038189879,-0.0023853602
2019-04-04,0.0167052150,-0.0078286817,-0.0047961557,-0.0146061415,-0.0026510926
2019-04-05,0.0072101713,-0.0029603622,0.0012223097,-0.0004355502,0.0024452964
2019-04-08,0.0007044512,0.0004275371,0.0074835606,-0.0017840422,0.0037229634
2019-04-09,-0.0097967377,0.0030489946,-0.0025299201,0.0062562944,-0.0061878287
2019-04-10,-0.0041095186,0.0044721100,0.0101605076,0.0022699563,0.0004412988
2019-04-11,-0.0123968842,-0.0016213632,-0.0087802494,0.0011921832,-0.0006370535
2019-04-12,-0.0186001100,-0.0064432677,-0.0090975706,-0.0077701025,-0.0011207014
2019-04-15,0.0027328779,-0.0030178339,0.0021050461,-0.0002313211,0.0051734722
2019-04-16,0.0109371385,-0.0015570223,0.0108030252,-0.0039573763,-0.0060203085
2019-04-17,-0.0119915456,0.0010605548,0.0038315756,0.0027944478,0.0016959123
2019-04-18,0.0123289861,-0.0037507256,0.0004308000,-0.0031578811,0.0046024397
2019-04-22,0.0014477837,-0.0011176395,0.0017568807,0.0001275616,0.0040085246
2019-04-23,0.0133153303,-0.0000797585,0.0009899354,0.0038228985,0.0060318243
2019-04-24,-0.0078896377,-0.0011097901,-0.0054534012,-0.0004092949,0.0036657476
2019-04-25,0.0153643824,-0.0052355882,-0.0033575650,-0.0017603841,0.0008068085
2019-04-26,-0.0037120664,-0.0070623807,0.0056074951,-0.0064028380,0.0095356712
2019-04-29,-0.0002058222,-0.0035649808,0.0006486496,-0.0034896308,-0.0034634664
2019-04-30,0.0026127179,-0.0048834099,-0.0011975367,0.0005706861,0.0071001258
2019-05-02,-0.0076132487,0.0059873215,-0.0041859164,0.0052941004,-0.0017194888
2019-05-03,0.0035359056,-0.0073808846,0.0053798254,-0.0100796241,0.0039669815
2019-05-06,-0.0079796445,0.0018389886,0.0018795208,0.0052376911,0.0041308985
2019-05-07,-0.0076939701,-0.0073922770,0.0044835238,-0.0037390557,0.0033251299
2019-05-08,0.0120440200,0.0000872696,-0.0025611408,0.0000510840,0.0043142880
2019-05-09,-0.0088574309,0.0020902138,-0.0029646032,0.0056982194,-0.0022193510
2019-05-10,-0.0061518108,0.0071926368,0.0054701222,0.0044720760,-0.0030108993
2019-05-13,-0.0256340709,0.0041527227,-0.0015283413,0.0050708801,-0.0027005225
2019-05-14,0.0028848934,-0.0078652026,0.0036552127,-0.0083920034,0.0022525596
2019-05-15,-0.0058905827,-0.0139797525,-0.0099639520,-0.0087804683,0.0049382169
2019-05-16,-0.0161885750,0.0016706968,-0.0073329490,0.0029891497,0.0101503655
2019-05-17,-0.0026971370,-0.0070806243,-0.0047702999,-0.0058044768,0.0081575457
2019-05-20,0.0212420188,-0.0043297168,0.0000784993,-0.0121604167,0.0056394357
2019-05-21,0.0275128819,-0.0034250133,0.0003418159,-0.0036664251,0.0058570858
2019-05-22,-0.0005571355,-0.0013783094,0.0015628616,-0.0048382278,0.0036530620
2019-05-23,-0.0041624010,0.0023119613,-0.0032624118,0.0053758328,-0.0072193164
2019-05-24,-0.0034935588,0.0024633708,-0.0014280374,-0.0012836736,-0.0039195046
2019-05-27,0.0111313825,0.0036054654,0.0049674008,-0.0014893990,0.0046373815
2019-05-28,0.0160648786,-0.0060863718,-0.0016581435,-0.0016238149,0.0106974822
2019-05-29,0.0015436900,-0.0021379851,-0.0011190512,0.0018536993,0.0026088955
2019-05-30,0.0081932554,-0.0025367155,0.0044248337,-0.0011152346,0.0121884476
2019-05-31,-0.0025413418,-0.0020807334,0.0012678672,-0.0017203887,0.0075569563
2019-06-03,-0.0003402797,0.0046214014,0.0075467485,0.0087608732,0.0024112882
2019-06-04,0.0033868141,0.0043706698,0.0206217822,-0.0021228385,0.0041397484
2019-06-05,-0.0122918412,0.0035406128,0.0051761442,0.0076523894,0.0005050972
2019-06-06,0.0106666870,0.0039264122,0.0103291757,0.0067135417,0.0084253941
2019-06-07,0.0052252272,0.0030911607,-0.0040367749,0.0004655095,0.0024833255
2019-06-10,-0.0033080236,-0.0071134120,-0.0088616479,-0.0071199732,-0.0021626330
2019-06-11,0.0127931051,0.0066496404,-0.0022333916,0.0068491483,-0.0130574629
2019-06-12,-0.0066224495,0.0035790992,0.0019817515,0.0032851070,-0.0094640683
2019-06-13,0.0047230539,-0.0045613511,-0.0067195948,-0.0041581020,0.0005106423
2019-06-14,-0.0075310413,0.0116103310,-0.0089421766,0.0068694921,-0.0077654854
2019-06-17,-0.0031568042,0.0012970051,0.0004505381,0.0065727923,0.0054039033
2019-06-18,0.0166858882,-0.0052475519,-0.0004059672,-0.0028290898,0.0067334296
2019-06-19,0.0079820706,-0.0009657210,0.0038340962,-0.0002926691,-0.0006823521
2019-06-21,0.0138719641,0.0010412494,0.0034085270,-0.0018655630,-0.0039339708
2019-06-24,0.0001443598,0.0141299162,0.0119025595,0.0101738991,-0.0066599995
2019-06-25,-0.0173639785,0.0103045702,0.0027019214,0.0112878811,-0.0009126924
2019-06-26,0.0061896765,0.0025404769,0.0043361904,0.0034512677,0.0002158179
2019-06-27,0.0001240594,-0.0062637804,0.0009956583,-0.0058884947,0.0022967192
2019-06-28,0.0031932201,0.0062643844,0.0129554514,0.0026796148,0.0053768773
2019-07-01,0.0011527254,0.0044859727,0.0072067585,0.0017375926,0.0065666228
2019-07-02,-0.0062980223,0.0064650052,0.0024048020,0.0081540467,0.0045711519
2019-07-03,0.0150203127,0.0014413390,0.0050807940,-0.0000569085,0.0086746197
2019-07-04,0.0147536490,-0.0013899729,-0.0006292462,-0.0014339490,-0.0019325148
2019-07-05,0.0045295474,0.0056495918,-0.0046931058,0.0068888655,0.0060229045
2019-07-08,0.0041256906,0.0309648905,0.0158929974,0.0272092577,-0.0047172494
2019-07-10,0.0124065615,-0.0013596397,-0.0044661798,0.0033783279,0.0026262728
2019-07-11,-0.0055120052,-0.0051181004,0.0021472666,0.0007397933,0.0071647223
2019-07-12,-0.0114327883,0.0043157358,-0.0033213329,0.0031790547,-0.0021937853
2019-07-15,-0.0023337009,0.0086916490,0.0117597720,0.0052360152,-0.0027880070
2019-07-16,-0.0007304040,0.0046831570,0.0085470080,0.0091803828,0.0099568758
2019-07-17,0.0009008385,0.0002418058,-0.0050750375,0.0035038008,0.0001528449
2019-07-18,0.0080319140,-0.0007019774,0.0029666466,-0.0021750657,0.0096818646
2019-07-19,-0.0117234001,-0.0024031010,-0.0052558752,-0.0015783263,0.0006234106
2019-07-22,0.0031106665,-0.0095409248,-0.0065626432,-0.0092637278,0.0021832432
2019-07-23,-0.0018735068,0.0065424996,0.0094298925,0.0037000284,0.0083828857
2019-07-24,0.0023905335,-0.0139199868,-0.0115959663,-0.0096824840,-0.0073776245
2019-07-25,-0.0098547135,0.0025991923,-0.0131189516,0.0002940651,-0.0113756675
2019-07-26,0.0021104298,-0.0049466123,-0.0008626985,-0.0059758574,0.0023706004
2019-07-29,0.0072484124,-0.0045417892,0.0007693199,-0.0031326208,0.0052062664
2019-07-30,-0.0038743669,0.0084309289,0.0051620109,0.0090158992,0.0084155370
2019-07-31,-0.0089792572,-0.0023465874,-0.0007746401,0.0000998345,0.0025463589
2019-08-01,0.0037219124,-0.0083876504,-0.0009766920,-0.0083603896,0.0141591523
2019-08-02,0.0053501488,-0.0052763596,0.0050130468,-0.0045468686,0.0065572681
2019-08-05,-0.0227990709,0.0075139655,0.0006666947,0.0115560396,0.0027364790
2019-08-06,0.0193057358,-0.0011817627,0.0008789357,-0.0058110319,0.0132884672
2019-08-07,0.0061291526,0.0024008849,0.0058932118,0.0049972991,0.0019954988
2019-08-08,0.0114425477,0.0078475205,0.0049561895,0.0119738048,0.0064982334
2019-08-09,-0.0002450340,-0.0083699413,-0.0276897047,0.0014777537,-0.0091674626
2019-08-12,-0.0199389607,0.0086007705,-0.0004423298,0.0104413480,0.0007073963
2019-08-13,0.0119886640,0.0049355421,0.0003182953,0.0054031461,-0.0046785139
2019-08-14,-0.0264681503,0.0030203015,-0.0099727698,0.0120361578,0.0035557989
2019-08-15,-0.0137973092,-0.0213312730,-0.0148804560,-0.0124570569,0.0086598396
2019-08-16,0.0068282811,-0.0112689333,-0.0058869920,-0.0027107969,0.0005001170
2019-08-19,-0.0040981439,-0.0052886372,-0.0031185946,-0.0008340301,0.0050690174
2019-08-20,-0.0028308064,-0.0138410451,-0.0133095318,-0.0087992037,0.0049867812
2019-08-21,0.0188276116,0.0026592184,0.0155470446,0.0020346288,0.0084268041
2019-08-22,-0.0117731225,0.0122158108,0.0063701817,0.0063838097,-0.0067373803
2019-08-23,-0.0222192742,-0.0026194546,-0.0076149032,0.0026926119,0.0002959166
2019-08-26,-0.0125549780,-0.0123676257,-0.0123504540,-0.0104537625,-0.0005748142
2019-08-27,0.0078603579,0.0010849019,0.0000462397,0.0063660257,0.0085833203
2019-08-28,0.0093838228,0.0075184610,0.0014601955,0.0099814869,-0.0048274789
2019-08-29,0.0230145063,0.0082306769,0.0013481602,-0.0026669465,-0.0082635954
2019-08-30,0.0079761278,0.0175149851,0.0132152196,0.0160373487,0.0006265417
2019-09-02,-0.0045118453,0.0025451831,0.0071684322,0.0024432647,0.0058896174
2019-09-03,-0.0086915568,0.0065129357,-0.0045265625,0.0050505470,-0.0182641074
2019-09-04,0.0132186459,-0.0146751367,-0.0111137452,-0.0157626513,-0.0101844063
2019-09-05,0.0084138829,-0.0062069139,0.0020478419,-0.0112878010,0.0089167273
2019-09-06,0.0046466650,0.0008547064,0.0015435810,-0.0010634577,-0.0041073160
2019-09-09,0.0001959140,-0.0001112632,-0.0006833347,-0.0083817616,-0.0295119137
2019-09-10,-0.0024534143,0.0043342803,0.0010174769,0.0002638982,-0.0121425698
2019-09-11,0.0067665968,0.0080372794,-0.0015181657,0.0098047350,0.0216419417
2019-09-12,0.0076230671,-0.0060901325,0.0020826643,-0.0074764625,-0.0077214027
2019-09-13,-0.0087339878,-0.0005731722,-0.0047150729,0.0020501036,0.0018535545
2019-09-16,0.0012898392,-0.0072840573,-0.0082841506,-0.0055420045,-0.0083536794
2019-09-17,0.0095361425,-0.0020557931,0.0038594315,-0.0058102901,0.0076398971
2019-09-18,-0.0010902184,0.0056907712,-0.0049339957,0.0070439354,-0.0030531925
2019-09-19,-0.0008925290,-0.0006669775,-0.0021946477,-0.0011185468,0.0131420568
2019-09-20,0.0024350144,-0.0059220372,-0.0130836116,-0.0064230422,-0.0060952483
2019-09-23,-0.0013368310,-0.0004757263,-0.0011496900,-0.0021402030,-0.0054339739
2019-09-24,-0.0066290074,-0.0001473296,-0.0039286288,0.0029250267,0.0023187802
2019-09-25,0.0041702748,-0.0027126144,-0.0049489262,-0.0032717204,-0.0022673986
2019-09-26,0.0074359169,-0.0018837960,0.0002313224,0.0044745640,0.0058014723
2019-09-27,-0.0025662789,-0.0030803119,-0.0051931753,-0.0008601523,-0.0011678985
2019-09-30,-0.0026520167,0.0019226784,0.0026022829,0.0059728967,0.0052125454
2019-10-01,-0.0069724172,0.0029503955,-0.0035058225,0.0015544724,-0.0011116622
2019-10-02,-0.0272944998,0.0037030075,-0.0065614060,0.0046689175,0.0060337521
2019-10-03,0.0040166350,0.0012157974,0.0025144154,-0.0054812804,0.0063199801
2019-10-04,0.0108053312,-0.0030317083,-0.0039234217,-0.0012662001,0.0007748865
