,factor,long,short
2006-09-12,0.00995705937604832,0.01048305937604832,0.000526
2006-09-13,0.01062291968904752,0.01114891968904752,0.000526
2006-09-14,-0.01136047332421339,-0.01083447332421339,0.000526
2006-09-15,-8.344869170759514e-05,0.00044255130829240485,0.000526
2006-09-18,0.008127920315178377,0.008653580315178377,0.0005256600000000001
2006-09-19,-0.016889785872872348,-0.01636378587287235,0.000526
2006-09-20,-0.019725687900574024,-0.019199687900574025,0.000526
2006-09-21,-0.01095337503054238,-0.01042702503054238,0.00052635
2006-09-22,-0.0014160373241458315,-0.0008900373241458315,0.000526
2006-09-25,0.004474143682289737,0.005000143682289737,0.000526
2006-09-26,0.023664089497612367,0.024190089497612366,0.000526
2006-09-27,0.007486507328512885,0.008012507328512886,0.000526
2006-09-28,0.009998566554035441,0.010524566554035442,0.000526
2006-09-29,-0.0015400875952420192,-0.0010140875952420192,0.000526
2006-10-02,0.016182617318993713,0.016708277318993714,0.0005256600000000001
2006-10-03,-0.01725619051972584,-0.01673053051972584,0.0005256600000000001
